Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,281872,-,-,-,51.09,-114.06,-7,1072,-7,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.0
Year,Month,Day,Hour,Minute,Temperature,Alpha,Aerosol Optical Depth,Asymmetry,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Fill Flag,Cloud Type,Dew Point,DHI,DNI,Fill Flag,GHI,Ozone,Relative Humidity,Solar Zenith Angle,SSA,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed,Global Horizontal UV Irradiance (280-400nm),Global Horizontal UV Irradiance (295-385nm)
2020,1,1,0,0,-1.8,1.3900000000000001,0.016,0.64,0,0,0,0,8,-3.8000000000000003,0,0,0,0,0.359,86.42,150.91,0.9,0.68,864,1.1,256,1.3,0.0000,0.0000
2020,1,1,0,30,-1.5,1.3900000000000001,0.016,0.64,0,0,0,0,7,-3.8000000000000003,0,0,0,0,0.359,84.53,151.88,0.9,0.68,864,1.1,255,1.2000000000000002,0.0000,0.0000
2020,1,1,1,0,-1.2000000000000002,1.36,0.02,0.64,0,0,0,0,7,-3,0,0,0,0,0.359,87.42,151.65,0.91,0.68,864,1.1,254,1.2000000000000002,0.0000,0.0000
2020,1,1,1,30,-1,1.36,0.02,0.64,0,0,0,0,7,-3,0,0,0,0,0.359,86.05,150.28,0.91,0.68,863,1.1,255,1.2000000000000002,0.0000,0.0000
2020,1,1,2,0,-0.7000000000000001,1.34,0.023,0.64,0,0,0,0,8,-2.3000000000000003,0,0,0,0,0.36,88.87,147.9,0.91,0.68,863,1.1,255,1.1,0.0000,0.0000
2020,1,1,2,30,-0.8,1.34,0.023,0.64,0,0,0,0,8,-2.3000000000000003,0,0,0,0,0.361,89.52,144.74,0.91,0.68,863,1.1,258,1,0.0000,0.0000
2020,1,1,3,0,-0.8,1.34,0.026000000000000002,0.64,0,0,0,0,7,-2.3000000000000003,0,0,0,0,0.361,89.87,141.01,0.91,0.68,862,1.1,260,1,0.0000,0.0000
2020,1,1,3,30,-0.9,1.34,0.026000000000000002,0.64,0,0,0,0,7,-2.3000000000000003,0,0,0,0,0.362,90.53,136.87,0.91,0.68,862,1.1,264,0.9,0.0000,0.0000
2020,1,1,4,0,-0.9,1.32,0.027,0.64,0,0,0,0,7,-2.2,0,0,0,0,0.363,90.94,132.46,0.91,0.68,862,1.1,268,0.9,0.0000,0.0000
2020,1,1,4,30,-0.8,1.32,0.027,0.64,0,0,0,0,7,-2.2,0,0,0,0,0.364,90.28,127.88000000000001,0.91,0.68,862,1.1,273,0.8,0.0000,0.0000
2020,1,1,5,0,-0.8,1.31,0.03,0.64,0,0,0,0,7,-1.9000000000000001,0,0,0,0,0.365,92.39,123.21000000000001,0.92,0.68,862,1.1,278,0.8,0.0000,0.0000
2020,1,1,5,30,-0.8,1.31,0.03,0.64,0,0,0,0,7,-1.9000000000000001,0,0,0,0,0.365,92.39,118.5,0.92,0.68,862,1.1,285,0.8,0.0000,0.0000
2020,1,1,6,0,-0.8,1.3,0.032,0.64,0,0,0,0,7,-1.6,0,0,0,0,0.366,93.99,113.81,0.92,0.68,862,1.1,292,0.9,0.0000,0.0000
